respondent_id,age,years_in_neighborhood,housing_status,work_schedule,occupation_group,hourly_wage,household_income,redevelopment_concern
R0173,27,0,living_with_family,overnight,education,19.9,107000,2
R0174,35,0,homeowner,day,trades,28.99,87000,3
R0175,23,7,renter,day,trades,25.5,50000,4
R0176,48,2,renter,day,service,22.12,41000,1
R0177,44,24,homeowner,evening,health_care,28.88,95000,5
R0178,31,12,homeowner,evening,education,23.08,55000,2
R0179,70,38,homeowner,day,trades,35.41,73500,4
R0180,60,44,homeowner,evening,health_care,26.07,130500,3
R0181,41,12,temporary_or_other,rotating,health_care,30.16,105500,3
R0182,60,44,homeowner,day,education,31.38,118000,5
R0183,18,2,temporary_or_other,day,trades,29.75,55500,3
R0184,54,25,homeowner,day,service,13.76,52000,4
R0185,49,23,homeowner,day,education,24.54,61000,3
R0186,81,65,homeowner,day,health_care,25.46,86000,5
R0187,67,42,homeowner,day,trades,28.0,54000,5
R0188,57,32,homeowner,evening,education,28.75,84000,2
R0189,43,10,renter,evening,service,14.27,87500,3
R0190,41,10,homeowner,day,service,21.96,109000,1
R0191,53,10,homeowner,day,education,31.87,110000,3
R0192,45,18,living_with_family,day,office,26.24,95000,4
R0193,38,2,homeowner,day,office,27.2,103500,3
R0194,67,51,homeowner,day,education,24.98,95000,5
R0195,41,4,homeowner,overnight,service,25.97,76500,3
R0196,21,5,renter,overnight,health_care,16.83,29000,3
R0197,53,37,homeowner,day,office,20.82,55500,3
R0198,39,7,renter,overnight,health_care,41.5,77500,1
R0199,50,31,homeowner,rotating,office,30.64,74500,4
R0200,60,29,homeowner,rotating,service,20.25,99000,4
R0201,28,0,temporary_or_other,day,other,17.57,36000,3
R0202,19,0,renter,day,health_care,25.74,98500,3
R0203,31,0,homeowner,overnight,service,24.9,51500,3
R0204,58,38,homeowner,day,office,25.23,57500,2
R0205,73,54,homeowner,day,health_care,33.47,74500,2
R0206,70,32,renter,day,education,18.77,29500,5
R0207,40,8,living_with_family,day,trades,30.13,159500,4
R0208,46,29,homeowner,day,office,25.93,52000,2
R0209,52,26,renter,day,office,25.92,49000,5
R0210,35,3,homeowner,day,other,28.45,101500,1
R0211,46,0,homeowner,day,education,21.51,93500,2
R0212,43,27,renter,rotating,other,26.01,48000,3
R0213,63,20,homeowner,rotating,service,29.73,55500,2
R0214,40,12,homeowner,rotating,service,24.14,67500,3
R0215,74,49,homeowner,day,service,18.42,115000,2
R0216,59,35,homeowner,evening,service,24.06,32000,3
R0217,49,21,renter,evening,education,19.19,87000,3
R0218,22,1,renter,day,education,25.33,90500,2
R0219,49,28,living_with_family,day,trades,33.07,121000,3
R0220,47,15,homeowner,overnight,service,20.21,61000,5
R0221,67,41,homeowner,day,service,16.67,60500,4
R0222,52,23,homeowner,day,other,21.39,56500,3
R0223,79,63,living_with_family,day,education,25.01,57500,4
R0224,45,15,renter,day,trades,25.05,106500,2
R0225,21,0,renter,day,office,24.32,55000,3
R0226,55,19,living_with_family,overnight,service,21.13,77000,3
R0227,26,6,renter,day,other,20.11,26000,4
R0228,48,4,homeowner,day,other,21.31,90000,2
R0229,36,20,renter,day,health_care,29.51,123500,3
R0230,64,37,homeowner,day,trades,30.82,114000,4
R0231,33,0,renter,day,trades,31.28,76500,3
R0232,58,42,homeowner,day,office,25.91,52500,4
R0233,21,5,homeowner,day,other,10.5,12000,2
R0234,62,22,renter,day,education,29.47,96000,2
R0235,29,0,renter,evening,service,15.8,12000,3
R0236,51,26,temporary_or_other,rotating,other,25.62,81500,4
R0237,63,28,renter,day,health_care,26.41,42500,5
R0238,39,0,renter,overnight,trades,30.34,99500,2
R0239,45,29,homeowner,day,office,28.41,47500,3
R0240,66,36,homeowner,day,office,22.11,41000,4
R0241,49,33,renter,overnight,health_care,41.99,179000,5
R0242,48,24,renter,day,trades,25.69,40500,5
R0243,66,33,renter,rotating,trades,33.93,61500,4
R0244,54,16,temporary_or_other,evening,service,25.33,83500,3
R0245,45,21,renter,evening,health_care,28.23,102500,3
R0246,52,36,renter,day,health_care,33.88,58500,5
R0247,18,2,renter,evening,education,27.86,80000,3
R0248,18,2,temporary_or_other,day,service,15.93,76500,2
R0249,32,0,renter,overnight,health_care,29.04,86000,5
R0250,54,28,homeowner,day,office,24.34,42500,4
R0251,33,10,renter,day,trades,21.12,33000,3
R0252,38,22,homeowner,rotating,service,14.29,109500,3
R0253,51,27,renter,day,trades,33.12,59000,4
R0254,57,21,homeowner,day,education,23.9,49500,4
R0255,56,36,homeowner,day,education,24.15,79000,4
R0256,38,22,homeowner,rotating,office,26.41,47000,3
R0257,54,21,living_with_family,evening,other,22.92,83500,1
R0258,44,12,renter,day,office,18.64,43000,3
R0259,48,6,living_with_family,day,other,20.52,46000,2
R0260,64,46,homeowner,day,service,17.63,49500,3
R0261,85,57,homeowner,day,other,24.29,106000,5
R0262,20,0,renter,overnight,service,12.93,65500,3
R0263,36,20,temporary_or_other,day,health_care,26.7,47000,4
R0264,23,0,renter,evening,trades,34.99,128000,3
R0265,30,0,renter,day,education,30.93,60000,3
R0266,66,48,renter,overnight,health_care,26.9,52000,5
R0267,85,47,renter,day,office,23.5,60000,4
R0268,62,20,renter,evening,other,30.02,67000,1
R0269,38,22,renter,day,service,17.75,43500,5
R0270,22,0,renter,day,service,14.19,29000,3
R0271,18,0,temporary_or_other,day,health_care,26.97,66500,3
R0272,64,36,homeowner,day,education,22.3,40500,4
R0273,61,45,homeowner,day,other,20.41,35000,4
R0274,42,9,homeowner,day,service,12.72,12000,2
R0275,66,43,homeowner,overnight,health_care,20.36,32500,4
R0276,57,21,homeowner,day,education,27.79,46500,4
R0277,64,19,homeowner,day,education,23.34,43000,5
R0278,41,0,homeowner,day,trades,28.74,54000,2
R0279,68,46,homeowner,overnight,trades,23.56,58500,4
R0280,25,9,renter,day,other,21.81,47000,2
R0281,52,22,living_with_family,day,education,25.13,59000,3
R0282,69,42,homeowner,day,other,25.63,105000,3
R0283,41,25,homeowner,day,service,25.67,113000,4
R0284,53,16,homeowner,overnight,trades,26.4,128000,3
R0285,50,31,homeowner,evening,trades,24.9,76500,4
R0286,43,19,homeowner,rotating,education,22.47,61000,2
R0287,36,0,renter,overnight,trades,29.61,99500,2
R0288,32,0,renter,day,office,22.25,81500,3
R0289,45,29,homeowner,day,office,19.88,35500,2
R0290,83,59,homeowner,day,office,26.99,74000,5
R0291,41,10,renter,day,education,17.3,38500,3
R0292,41,13,temporary_or_other,day,office,22.8,70500,3
R0293,64,16,renter,day,service,13.89,44000,3
R0294,18,2,renter,overnight,service,16.97,88000,2
R0295,31,15,living_with_family,day,health_care,27.06,69500,2
R0296,38,0,renter,overnight,education,28.41,75500,2
R0297,48,26,renter,evening,other,24.21,81500,4
R0298,38,0,living_with_family,evening,service,21.75,27000,2
R0299,42,26,homeowner,day,trades,30.62,103000,2
R0300,36,9,temporary_or_other,day,health_care,20.08,79500,3
R0301,39,0,homeowner,day,office,26.61,60000,2
R0302,47,1,renter,evening,education,23.61,88500,3
R0303,28,4,renter,evening,service,12.93,58000,2
R0304,73,35,homeowner,day,office,25.25,44500,3
R0305,18,2,homeowner,day,other,17.94,65500,1
R0306,59,27,homeowner,day,office,25.4,108500,1
R0307,59,16,homeowner,day,trades,30.56,75000,3
R0308,47,22,renter,rotating,education,26.54,47500,5
R0309,56,39,renter,day,service,16.68,68000,5
R0310,24,0,renter,day,office,27.24,54000,4
R0311,61,35,homeowner,day,service,10.5,12000,3
R0312,48,11,renter,day,other,19.98,39000,2
R0313,54,8,homeowner,day,health_care,24.25,78000,5
R0314,60,24,homeowner,evening,service,19.57,49000,4
R0315,57,38,temporary_or_other,evening,service,21.47,50500,3
R0316,68,39,homeowner,evening,health_care,24.65,33500,2
R0317,53,29,renter,day,service,10.93,49000,3
R0318,67,32,homeowner,day,office,21.14,37500,5
R0319,31,4,renter,day,office,28.89,65500,3
R0320,62,39,homeowner,day,service,14.5,30500,4
R0321,20,4,renter,day,health_care,22.81,93500,3
R0322,38,13,renter,day,other,14.89,20500,3
R0323,18,0,renter,day,health_care,28.82,124000,3
R0324,45,5,temporary_or_other,day,office,18.14,73000,3
R0325,71,47,homeowner,day,trades,37.79,92000,3
R0326,18,2,homeowner,day,office,28.02,37000,5
R0327,34,0,renter,day,service,17.66,31500,3
R0328,39,1,renter,day,service,12.94,45500,2
R0329,33,0,homeowner,overnight,health_care,33.24,53500,3
R0330,69,30,living_with_family,evening,health_care,29.72,63500,3
R0331,27,0,homeowner,rotating,service,10.5,62500,3
R0332,80,51,homeowner,day,trades,29.91,87500,4
R0333,66,43,homeowner,day,office,27.06,72500,4
R0334,41,7,homeowner,day,health_care,29.73,104000,1
R0335,71,53,homeowner,day,office,23.27,43000,3
R0336,51,35,homeowner,day,office,25.95,56000,3
R0337,39,23,renter,day,trades,23.96,86500,3
R0338,47,31,homeowner,day,office,27.05,41500,4
R0339,63,32,homeowner,day,office,28.49,88000,5
R0340,46,3,temporary_or_other,day,education,32.94,61500,2
R0341,43,6,homeowner,day,health_care,26.9,58000,4
R0342,43,6,renter,day,health_care,20.71,87500,3
R0343,34,0,living_with_family,day,education,30.27,99000,3
R0344,54,14,renter,overnight,trades,27.2,82500,3
R0345,48,32,homeowner,rotating,health_care,26.87,83500,2
R0346,31,15,homeowner,rotating,health_care,24.03,91500,3
R0347,40,8,homeowner,day,health_care,24.92,57500,2
R0348,44,28,renter,day,service,20.47,58000,5
R0349,24,5,living_with_family,day,office,22.1,43500,2
R0350,50,34,renter,day,trades,31.02,70000,5
R0351,36,8,living_with_family,day,health_care,21.6,33500,1
R0352,55,27,homeowner,day,service,18.93,38000,3
R0353,36,8,homeowner,day,other,20.53,45000,1
R0354,50,18,renter,day,other,23.96,76500,4
R0355,45,29,temporary_or_other,evening,health_care,31.54,77000,3
R0356,47,0,homeowner,rotating,health_care,24.68,81500,3
R0357,51,17,renter,day,service,26.41,71000,3
R0358,63,37,homeowner,evening,health_care,29.89,51500,4
R0359,56,39,homeowner,day,trades,36.32,61500,4
R0360,41,14,homeowner,overnight,service,16.26,39000,3
R0361,33,0,renter,day,other,25.38,49500,3
R0362,75,12,homeowner,day,service,19.38,57500,2
R0363,42,3,homeowner,overnight,service,18.27,93500,2
R0364,40,18,renter,rotating,health_care,29.79,51500,4
R0365,26,0,renter,day,education,21.3,38500,3
R0366,41,8,renter,evening,trades,31.7,115500,3
R0367,18,2,temporary_or_other,day,other,19.15,65000,3
R0368,40,0,living_with_family,day,health_care,21.98,72000,1
R0369,53,37,homeowner,evening,service,14.94,21000,4
R0370,41,21,renter,day,health_care,23.95,35500,4
R0371,78,48,homeowner,day,service,22.89,47000,3
R0372,56,38,homeowner,day,other,15.93,39000,3
R0373,71,55,renter,day,health_care,19.61,70000,4
R0374,30,3,renter,day,trades,24.87,51000,3
R0375,27,0,renter,rotating,other,17.23,39000,1
R0376,29,3,renter,rotating,health_care,30.45,51500,3
R0377,54,3,renter,day,office,19.62,53500,2
R0378,24,8,renter,day,office,26.89,50000,3
R0379,50,32,homeowner,day,office,20.34,50500,4
R0380,41,0,renter,day,office,31.96,76500,1
R0381,62,34,homeowner,overnight,service,24.71,44500,3
R0382,36,6,homeowner,day,education,24.25,35500,1
R0383,39,9,renter,day,education,21.85,77500,2
R0384,60,23,homeowner,rotating,service,22.81,58000,3
R0385,19,0,renter,day,service,25.22,83000,3
R0386,52,35,renter,day,trades,30.83,54000,4
R0387,48,15,living_with_family,day,service,16.5,12000,4
R0388,41,11,renter,day,service,20.9,80500,2
R0389,43,18,renter,day,health_care,29.21,116500,4
R0390,62,44,homeowner,day,education,33.36,83000,5
R0391,62,37,homeowner,overnight,service,16.3,39000,4
R0392,64,48,homeowner,day,service,13.64,37000,5
R0393,64,42,homeowner,day,office,26.2,100000,3
R0394,37,16,renter,day,education,18.77,44000,3
R0395,57,18,renter,day,health_care,29.51,71000,4
R0396,48,26,homeowner,day,office,21.27,26000,4
R0397,79,37,homeowner,day,office,23.49,130500,3
R0398,58,36,homeowner,day,office,31.93,107000,4
R0399,51,13,renter,day,trades,28.08,59500,2
R0400,30,8,renter,evening,trades,26.69,50500,3
R0401,55,14,renter,overnight,service,23.18,71000,2
R0402,53,26,homeowner,day,trades,31.05,100000,4
R0403,44,1,homeowner,day,office,21.55,44000,2
R0404,19,3,temporary_or_other,day,office,19.16,35000,2
R0405,47,0,renter,rotating,trades,22.96,51500,4
R0406,71,55,homeowner,day,office,25.78,57000,5
R0407,46,22,homeowner,day,trades,29.47,54500,3
R0408,47,31,homeowner,overnight,trades,25.5,42500,3
R0409,52,36,homeowner,day,service,16.08,43500,4
R0410,62,20,homeowner,rotating,health_care,28.09,66000,4
R0411,46,30,living_with_family,day,health_care,29.85,90000,2
R0412,51,29,homeowner,rotating,office,28.71,56000,3
R0413,18,2,renter,day,trades,25.68,87000,2
R0414,33,0,homeowner,rotating,office,24.79,83000,4
R0415,24,0,renter,day,other,21.24,38000,2
R0416,58,36,renter,day,other,22.43,60500,4
R0417,42,6,homeowner,evening,service,19.53,62500,2
R0418,53,24,homeowner,day,education,29.45,151000,3
R0419,18,2,renter,day,service,13.06,24000,4
R0420,21,0,renter,evening,office,29.13,80000,2
R0421,43,24,renter,day,office,29.34,60000,3
R0422,51,0,renter,evening,trades,31.49,50500,4
R0423,71,49,homeowner,overnight,health_care,25.67,75000,4
R0424,61,39,homeowner,day,other,16.29,74500,4
R0425,32,16,homeowner,day,education,25.46,101000,2
R0426,27,0,renter,day,education,19.68,87000,2
R0427,19,0,living_with_family,rotating,health_care,34.17,123000,2
R0428,69,20,homeowner,day,service,15.69,38000,1
R0429,57,14,homeowner,day,other,13.96,20500,3
R0430,44,16,living_with_family,day,service,12.77,12000,5
R0431,63,42,renter,day,trades,28.3,91000,5
R0432,50,22,homeowner,day,trades,29.9,50500,2
R0433,31,15,homeowner,evening,trades,26.77,68500,3
R0434,72,46,homeowner,day,other,16.44,32500,3
R0435,18,0,renter,rotating,service,10.93,15500,2
R0436,58,25,renter,evening,service,15.87,23500,4
R0437,46,14,homeowner,evening,service,17.93,70000,2
R0438,35,0,homeowner,rotating,service,28.81,66500,2
R0439,55,8,homeowner,rotating,other,27.5,52000,2
R0440,28,9,living_with_family,rotating,service,13.16,15500,4
R0441,73,57,homeowner,evening,service,23.91,67500,4
R0442,45,16,renter,evening,education,21.08,59500,4
R0443,18,0,renter,rotating,health_care,26.74,75000,3
R0444,39,0,renter,evening,service,18.17,98000,1
R0445,50,24,living_with_family,overnight,service,19.12,86000,1
R0446,37,9,living_with_family,rotating,health_care,34.12,62000,2
R0447,33,11,homeowner,overnight,trades,31.48,59000,3
R0448,41,10,renter,day,health_care,36.2,110000,4
R0449,49,33,homeowner,day,office,25.62,93000,3
R0450,61,29,renter,rotating,health_care,38.62,90500,4
R0451,55,28,homeowner,day,health_care,30.35,58000,3
R0452,53,15,homeowner,day,service,14.13,38000,3
R0453,49,33,living_with_family,day,health_care,26.57,84500,4
R0454,64,29,homeowner,day,service,18.06,33500,4
R0455,51,35,homeowner,day,trades,26.83,127500,2
R0456,32,0,renter,day,office,25.36,40000,4
R0457,68,37,homeowner,day,office,33.47,112000,4
R0458,51,32,homeowner,overnight,trades,29.6,93000,4
R0459,39,23,homeowner,day,health_care,29.0,55000,3
R0460,60,34,renter,day,trades,33.34,131000,4
R0461,55,32,renter,day,service,22.1,39500,5
R0462,43,3,living_with_family,overnight,service,15.77,31500,2
R0463,27,0,living_with_family,rotating,service,18.75,69500,3
R0464,49,8,renter,day,office,30.7,53000,2
R0465,45,25,living_with_family,day,office,19.62,56000,3
R0466,38,0,homeowner,overnight,health_care,26.23,95500,3
R0467,37,4,living_with_family,day,education,12.86,55000,2
R0468,45,0,renter,rotating,office,22.63,43000,4
R0469,49,20,homeowner,rotating,service,21.53,28500,3
R0470,58,26,homeowner,evening,other,24.03,50500,2
R0471,45,4,renter,day,health_care,23.5,95500,3
R0472,27,6,renter,rotating,education,18.57,31500,5
R0473,39,11,living_with_family,evening,service,21.26,47500,2
R0474,44,5,renter,rotating,health_care,30.42,95500,4
R0475,42,5,renter,day,office,26.28,111500,3
R0476,34,0,living_with_family,overnight,other,25.56,73000,4
R0477,72,42,homeowner,rotating,office,35.05,112500,3
R0478,36,3,living_with_family,day,health_care,21.08,68000,4
R0479,22,0,renter,day,service,18.48,35000,3
R0480,24,2,homeowner,overnight,trades,29.48,44500,1
R0481,50,23,living_with_family,day,trades,28.62,104500,4
R0482,25,5,homeowner,day,office,27.01,38500,1
R0483,48,3,living_with_family,day,other,17.24,18500,4
R0484,46,5,renter,day,service,18.95,75500,2
R0485,37,7,homeowner,day,education,22.14,44500,1
R0486,41,17,renter,evening,health_care,24.5,74500,3
R0487,54,38,homeowner,day,office,30.98,83500,4
R0488,41,15,renter,day,office,25.92,79500,4
R0489,50,0,homeowner,day,education,21.71,45500,3
R0490,19,3,temporary_or_other,day,office,26.01,42000,3
R0491,65,49,homeowner,day,service,25.34,49500,3
R0492,18,2,temporary_or_other,day,office,22.62,40500,3
R0493,68,16,homeowner,day,education,23.55,37500,2
R0494,61,26,homeowner,overnight,service,24.62,133000,3
R0495,64,32,homeowner,day,office,25.81,79000,5
R0496,41,15,renter,overnight,other,28.69,62000,3
R0497,48,3,renter,day,office,28.23,65000,3
R0498,27,0,renter,day,office,23.59,51000,3
R0499,45,17,renter,day,education,26.84,77500,2
R0500,39,0,living_with_family,day,office,29.06,60000,1
R0501,48,13,renter,day,office,23.62,91000,2
R0502,45,25,homeowner,day,office,27.83,41000,4
R0503,53,5,renter,evening,health_care,32.06,100500,4
R0504,45,23,living_with_family,evening,education,23.95,70000,4
R0505,59,41,homeowner,evening,service,22.07,85500,5
R0506,34,0,homeowner,overnight,service,22.23,62000,2
R0507,54,20,renter,evening,service,21.86,42500,4
R0508,65,30,homeowner,day,office,27.94,91500,3
R0509,61,36,homeowner,day,trades,27.82,97000,4
R0510,42,9,homeowner,day,trades,26.67,100500,3
R0511,53,25,homeowner,rotating,trades,34.19,48000,1
R0512,36,0,renter,evening,other,26.96,131000,2
R0513,49,19,renter,day,trades,24.7,77000,4
R0514,39,9,homeowner,day,office,27.17,43500,2
R0515,39,23,renter,day,office,20.12,39000,5
R0516,60,25,homeowner,day,health_care,29.23,129000,3
R0517,40,4,renter,overnight,health_care,24.1,47500,3
R0518,71,28,homeowner,overnight,service,21.01,40000,4
R0519,59,38,homeowner,overnight,service,26.04,55000,3
R0520,27,0,living_with_family,day,other,13.63,68500,3
